-0.525644	0.386936	-0.203465	0.110714	0.986003	-0.424379	-2.27941	1.63097	-2.45657	-0.978735	-0.748044	1.14747	-1.58069	-1.31469	-0.167305	-0.752529	0.703526	-0.10823	-1.14918	0.696857	0.279527	0.697548	-0.586985	-0.47392	0.864572	-1.3568	0.513961	0.0969042	-1.12577	0.894655	0.486837	0.210302	0.971728	-0.735808	-0.187963	-0.519731	0.84741	-1.89902	0.576243	-1.00263	0.254331	-0.236973	1.90967	-1.85145	-0.190713	-0.507888	-1.20688	0.308199	0.594039	-0.976305	-0.976018	0.690842	-1.0179	-1.57761	0.933418	0.379438	0.17171	0.209259	-1.86061	-0.0827645	1.02527	1.39252	-1.28752	0.537559	-0.0981403	1.37721	1.32313	0.688223	-0.0322859	-0.54945	0.259709	-2.28395	1.13326	-0.130079	-0.00770858	-0.208429	-1.19857	-0.198383	1.55224	0.53427	
0.917326	1.45503	0.556255	-8.83733	-7.01074	-4.11759	-1.82659	-3.40045	-0.881704	-10.2005	1.18524	-1.99382	-2.53959	3.25306	-5.19634	-5.40022	-0.896812	-9.37969	3.77401	-2.15319	-2.60923	1.81688	-0.107169	-3.95508	13.7083	-7.61983	6.13021	-11.8349	-2.26335	-10.0244	1.20532	2.91419	2.3852	4.81177	-11.5509	5.51199	-14.8862	-0.729189	12.2082	-0.251823	0.582205	2.36355	4.07997	4.92526	-3.43278	6.63614	-5.22335	-0.55994	7.99893	3.71265	2.46163	4.97247	-4.67203	-2.91946	-4.9288	4.43589	5.29968	-2.70101	-6.58332	-0.4011	9.70153	5.82233	-1.03609	-3.92998	-2.68131	11.1874	-3.6764	1.53575	5.83866	0.587023	-1.0832	7.97626	-2.72314	-9.72856	-2.1203	-3.09595	-2.73644	8.62786	-0.147436	-3.22133	
-1.09101	0.994736	-1.5153	-0.121232	2.81688	2.01716	0.88673	1.98112	1.91075	-0.0349594	-0.737385	0.421726	-0.196756	-2.17356	-2.01673	-0.620152	-1.09491	-2.19778	1.7902	1.16116	0.338814	0.702673	-1.08471	-2.99457	1.43141	1.50439	-0.441946	0.654572	1.2547	-0.765962	1.95604	-1.27146	2.09955	-0.898406	2.10542	0.878387	-2.95659	2.77648	-2.52888	-1.78553	-2.41883	1.57371	0.990026	2.64236	-0.484612	1.20735	-1.64781	1.32372	-3.59844	3.37411	-0.781778	-1.7024	-0.429396	0.767464	-1.49121	1.36632	-0.496584	0.440383	-0.0893639	0.167775	1.09131	3.17741	0.929858	0.706735	0.780529	0.253507	0.418538	3.03712	1.88322	3.63964	2.09666	1.0778	-1.75685	2.34091	-2.17806	-3.23006	0.619279	-0.816092	-1.13194	-0.205407	
1.08156	0.454418	-0.325	-0.419624	-0.868833	0.42223	-0.714138	0.420933	0.853981	-0.751745	-1.09562	-2.19038	-0.505197	-0.348747	-0.240557	-0.526846	0.842356	-0.0113626	-0.499701	0.777945	0.00987983	0.984688	-1.33024	-0.485655	0.2125	0.0780179	-0.0614031	-1.20342	0.393909	0.538202	0.318087	-2.65234	-1.07643	-0.994574	-0.995892	0.0953177	0.148283	0.540056	-0.301671	1.68458	-0.557117	-1.3093	-1.58597	-0.786272	-0.933174	-0.940743	0.759995	0.832464	0.97073	-1.37615	0.838415	0.216945	0.805748	-0.434992	0.104637	1.23067	-1.67745	1.17474	-0.406617	-0.0516627	-0.666146	-0.0606183	0.863784	-0.70133	-1.10808	-0.571225	1.21624	1.32759	0.560864	0.568219	-0.101344	-0.290714	-0.356084	1.13232	-2.43695	-0.000856148	2.69232	-0.0933307	-0.0685056	-1.58471	
1.38724	1.38303	-0.545788	-0.199768	1.43719	0.312233	0.776699	-0.424303	0.582988	1.47748	0.290655	1.73669	-1.4555	-0.21106	-1.39745	-0.233986	-1.05332	1.03816	0.632511	-0.883584	1.4273	-1.22896	-1.58266	0.907165	0.917604	0.318801	2.52731	-2.04737	-2.05538	-0.467206	2.20228	-0.494342	0.133288	0.808884	0.537215	0.782506	0.464201	-0.787584	0.475788	-0.809744	-1.02873	0.0278714	0.550086	2.25414	0.723469	2.0048	-1.64012	0.302909	1.44912	-1.59604	0.938179	0.142001	1.03628	1.51168	-0.262648	-0.0322815	-0.688898	-0.0384797	-0.915347	0.20218	1.67138	1.1495	0.389786	-1.14261	0.396657	-0.250826	0.00166726	-0.0596919	-0.0934199	0.618786	0.63974	-0.172014	1.67763	-0.870745	0.570106	-0.894658	-0.610825	-0.838489	0.24324	0.40239	
-1.08397	2.05883	0.714584	0.4889	1.61797	1.8631	-0.876403	-3.56273	1.5039	-0.98401	-0.28454	1.84857	-0.467273	-1.19258	0.884487	-0.938788	-0.107691	-1.08794	-0.932296	-0.193757	-0.56177	0.986666	1.31885	-1.99978	2.22389	1.0248	0.775098	-0.580978	1.10863	-2.02085	3.10699	-1.48203	1.9555	-0.160652	0.189747	-1.04052	-0.675367	1.57364	-1.38584	1.30193	-2.04404	-1.14879	0.835849	-0.591819	-0.99664	2.12963	-3.54209	1.16692	-1.8335	2.46517	-0.269943	-1.92503	0.192951	0.927853	-2.41566	0.565238	-1.99189	0.165741	1.19393	-0.907471	0.878172	2.63912	-1.00112	-2.43088	1.40909	-0.573728	1.61501	1.41906	0.635202	2.46914	0.915836	1.87858	-1.48287	1.55528	-2.26785	-1.35495	0.54882	0.527849	0.0697127	-1.18494	
-0.791065	-0.458938	-0.675155	6.66291	4.18465	3.96883	3.41287	2.92755	0.495762	5.13938	0.909741	3.63245	0.798104	-2.46909	4.61743	2.59011	0.72306	5.22473	-1.56243	3.96798	-0.107013	-2.54784	1.33153	1.04443	-7.58793	2.57106	-3.02529	7.46911	2.28764	7.00854	-1.01801	-2.73973	-3.64463	-5.05361	6.86655	-2.95393	10.8488	3.01447	-6.59058	0.31792	-1.13984	-2.3234	-3.45471	0.654563	3.21473	-1.924	0.516833	1.36662	-5.60073	-3.88209	-2.4046	-2.41894	4.68249	2.11196	3.93448	-0.612536	-3.56798	0.529992	3.98514	0.728765	-4.17152	-3.61316	0.746384	5.02119	1.64405	-8.81402	1.35463	-1.18628	-1.2851	-0.912379	0.379849	-7.07164	1.59078	6.34865	-0.388735	2.22774	-0.354482	-5.65999	-2.44209	1.27362	
1.35218	-0.391316	-0.065328	0.325842	-0.393175	0.141936	0.438408	1.94342	0.429631	0.6351	0.119884	0.859157	0.711493	-1.82197	-0.926327	-0.460772	-0.503929	-1.33132	-0.375422	0.365228	1.52343	-0.563996	1.07922	0.460797	-0.355787	1.8655	0.564648	1.71366	-0.40499	-2.14564	1.21652	-2.17773	-0.39338	-0.78488	0.0495372	1.33514	-0.563123	0.343008	-0.64506	0.330433	-2.66989	0.257299	0.347857	0.956558	0.231968	0.465917	0.306851	0.120577	-1.45431	0.717008	0.286982	-0.241764	-2.89889	1.44924	-0.543729	0.253928	0.995779	0.588505	-1.64867	0.42051	-2.14826	-0.0545404	1.72096	-1.82442	-0.151691	-0.994614	-0.0522082	-0.164077	-0.123409	-1.01461	-1.33647	0.624353	-0.227398	0.0259054	-0.397291	0.11468	-0.822003	-0.251665	0.662577	0.827682	
-0.780325	-0.848191	0.457408	-0.355223	0.827937	1.1552	-2.51858	1.3054	0.38471	0.767404	1.44679	0.26577	1.05702	0.345724	-1.04112	-0.0304981	1.81042	1.74588	-0.736191	1.53374	1.75936	1.1624	-0.779881	0.0409932	-1.30566	-1.66606	-1.16609	1.96529	1.25992	0.866645	-0.0529295	0.450927	0.324095	-0.265722	0.199772	-0.957454	0.0719244	0.370381	-1.1327	-0.217033	1.55377	1.20384	1.49391	0.181721	-0.517974	-0.0570883	0.421324	-1.4135	0.798508	-0.533813	0.707882	-0.688482	-1.05404	0.865924	1.04664	-1.58241	1.50205	0.904568	0.304324	-0.563168	-1.34173	-0.0612646	0.217422	1.91741	-0.562163	0.440609	0.0393391	0.825056	-1.17449	-0.891416	-0.752128	-0.374379	0.388117	-0.0810448	1.10802	0.381468	-0.560239	1.27814	-0.602733	-0.0291339	
0.998314	1.77922	-1.66502	-0.898614	0.559764	0.766293	0.705119	0.0336572	0.111084	0.0862919	0.22705	-0.202952	-1.59997	-0.0812113	1.36564	-1.01786	-1.70851	-1.13548	1.11572	1.16378	-0.0196805	-2.58106	-0.846855	-0.898816	-0.648809	0.34867	0.263921	-1.41264	-0.455402	0.110029	1.20462	-0.0951315	-0.704998	-0.324894	1.35247	-0.130995	0.288369	-0.868728	-1.72018	0.036226	1.25065	1.53194	-0.309337	-1.04134	0.201032	-0.101554	0.27699	2.23454	-2.46197	0.0487183	1.04309	-0.638428	-0.375734	0.836263	-0.19192	0.447184	1.49568	1.00334	0.394562	1.9513	0.74642	-0.390979	-1.81073	0.670484	-1.08056	-1.72158	-0.834025	-2.06879	0.631748	-1.54303	0.205222	0.470677	0.132563	-0.0133729	2.27811	0.0601317	-0.995825	1.64743	1.02428	-0.170144	
