0.48797	-3.611	0.820847	0.0687994	-2.61994	-4.97925	-2.17944	1.0526	-0.0714229	0.602431	2.06681	4.3926	3.60751	3.37007	2.2363	4.6075	-0.664259	-1.07314	2.57971	-0.819883	
-0.599301	5.73295	-1.73508	1.68054	-0.221512	5.88979	-1.02472	0.924863	-1.41777	-0.764167	-2.31065	-4.25462	-2.35397	-3.62368	-0.867641	-5.31248	1.93406	1.53136	1.17424	0.285553	
-2.31646	12.4111	-3.01705	0.501198	2.71177	13.4913	-1.34881	-2.36579	-0.250993	-1.22019	-5.49247	-9.76533	-9.03055	-6.06792	-4.96363	-12.1941	4.0697	-2.31433	-5.56016	0.989647	
-1.29296	-8.59595	0.135415	-0.150742	-3.50858	-11.4579	0.377254	2.92053	-0.496756	1.64278	5.38385	5.97227	5.26646	3.71981	1.50457	8.87287	-2.5679	-0.771266	1.71266	1.6355	
1.61337	-5.32407	2.57222	1.47789	-0.999962	-6.08039	1.09334	1.32487	-0.784943	2.50987	2.80339	4.51463	3.71776	4.5688	2.69039	2.53095	-0.357492	2.21616	2.57194	-2.06083	
8.27757	-12.8077	-0.151208	-7.10118	-21.4087	-25.6616	-4.87297	-2.64229	-4.34331	8.68736	4.93451	23.2431	10.357	19.7415	8.28952	22.3469	-4.69934	-0.337947	9.58482	-2.14662	
4.35774	-23.2899	5.34184	0.806199	-3.32979	-30.3048	1.57159	-0.487855	1.40704	1.12526	11.824	18.3923	14.4919	11.3733	9.84841	22.958	-4.76017	2.30712	12.1312	-1.03272	
-0.60636	-1.35903	2.37626	-0.00553749	0.285793	-1.15575	-0.657448	-0.967403	-0.285632	-0.153115	0.58043	0.135273	-0.230775	-1.00302	-1.09281	0.307336	0.642585	-0.767777	1.09897	-0.0294741	
-3.44919	2.61813	-0.250403	0.848497	-0.844638	2.12093	-1.10713	0.989783	-0.959559	0.9465	-2.63651	-2.82273	-0.955448	1.1121	-0.607853	0.175222	0.644144	-1.42012	0.405763	-0.658969	
1.93391	5.1987	-1.61927	0.33668	0.914491	5.35953	-1.7858	-1.07856	-0.855496	-0.0446463	-3.57442	-4.84193	-1.37435	-3.80079	-0.999444	-4.45888	-1.11359	0.548546	-1.98485	0.786359	
0.256184	-4.24204	0.905525	-1.20684	-0.787075	-3.7102	0.20053	-0.263359	-0.364922	0.103118	1.88943	2.7376	3.88041	2.28131	1.55949	3.59885	-1.67108	2.01223	2.82639	-0.365502	
-0.192076	8.46014	-2.60396	-0.469096	3.10337	12.0039	-0.775476	-1.2958	0.972219	-1.40193	-3.68456	-5.73345	-3.62754	-2.90723	-4.48098	-8.52322	3.09718	-1.15724	-3.68322	0.613874	
-1.65884	2.48608	-1.21744	0.745284	1.16295	3.141	-0.0239754	-0.913065	0.566485	0.789503	-3.61692	-2.22318	-1.70252	-1.98923	-0.875007	-5.67223	1.83643	-2.04275	-2.27869	0.985053	
-0.456364	-10.0709	2.40428	2.23697	-3.17608	-13.195	0.247278	2.06694	1.28109	0.383283	3.94769	8.61188	8.2383	5.61567	5.31924	10.5542	-2.35277	1.97508	4.33473	0.712531	
-0.449174	-5.01655	0.832719	0.583739	-0.838724	-8.72696	0.069396	0.369912	-0.166751	-0.166546	3.79137	3.32928	1.87025	4.36287	2.61999	5.04235	1.07304	1.19341	2.46525	0.751342	
0.5897	-1.92803	-1.06851	0.208681	-1.5188	-3.87872	0.32241	-1.72217	1.7654	0.981877	-0.331945	1.70838	-0.0745484	0.759639	0.137837	3.19827	0.120315	1.4421	0.057592	-1.20031	
2.67311	-13.1944	2.74454	0.871915	-2.28798	-17.6849	2.04902	-1.09367	1.01892	2.04424	7.0087	12.5458	7.37025	6.00657	6.58209	13.4398	-2.67833	1.17854	5.75546	-0.0210869	
-1.46759	-3.56256	1.79191	-0.297164	-1.19216	-4.41721	0.879376	-1.09049	0.642566	0.618927	1.24106	2.37468	-0.264079	3.31591	1.84056	2.94	-0.706225	1.61584	1.31549	1.80791	
-1.48349	5.29693	-0.243306	1.3437	1.46339	5.37119	0.794981	-0.993837	1.18044	-1.06607	0.119589	-2.96652	-3.27523	-3.52388	-0.893107	-4.08581	1.07133	2.07462	-2.47336	0.282175	
0.113876	4.24086	-1.10616	-0.572527	2.13842	7.00803	-1.61105	0.156836	-1.05176	-0.588986	-5.0222	-4.25732	-2.58177	-2.93448	-1.96308	-6.32657	1.58687	-3.13681	-2.091	1.78122	
1.22839	-2.28744	0.521645	-1.41362	-1.2448	-4.2414	0.288572	-0.579394	0.149894	-0.564418	2.96669	1.69947	3.20593	0.824427	2.90598	2.37373	0.401017	1.80609	0.649354	0.293419	
-0.0712284	-8.80496	1.91984	-1.9718	-1.15476	-12.5988	-0.855179	1.68415	-0.253529	2.04738	3.68232	9.48492	5.63796	4.77312	5.92041	9.69272	-2.51694	1.40577	5.58333	2.13351	
0.947248	-9.1256	0.582786	-1.70531	-2.45889	-11.2389	0.679766	2.03879	0.069653	0.308801	3.81916	7.86914	5.55432	4.58429	4.576	9.44867	0.517166	1.04846	5.09603	-1.03987	
-1.79663	2.79891	-0.552536	2.03296	7.77149	9.65621	2.81936	0.867118	3.57918	0.739726	-2.88145	-8.89366	-2.63589	-6.18579	-3.3976	-8.09009	1.82403	0.043545	-1.66213	0.904291	
