-10.2877	10.5406	12.2031	11.2817	-0.996834	0.2623	2.45551	-7.80622	-7.10953	-7.24798	8.50974	-3.92901	-2.22247	11.6075	-8.41498	-13.9106	-7.25408	7.30757	-2.99906	-7.50775	-20.8232	-13.8262	12.8346	-5.02044	3.15853	-2.73232	-7.76727	5.76705	-2.9766	0.95705	6.38626	-3.72374	6.26813	-1.09726	-5.72094	4.88112	-1.20332	0.0918109	-2.72084	-2.13737	
-4.04422	-3.56164	-0.0333772	-4.56537	1.2452	1.53354	-3.66027	-3.09492	-2.1491	5.77514	-0.877585	6.04146	-0.214334	1.05569	1.94325	11.863	7.06714	-3.82005	-4.28198	1.26503	8.56146	10.1936	-8.66347	-2.61983	0.746102	3.52254	-0.248731	-6.40488	4.29993	2.42398	-1.83542	-1.38757	-2.90748	3.21358	0.903248	-9.24169	4.28548	2.33237	4.95622	-0.981804	
-1.05692	1.39561	-1.64947	0.227128	0.242357	0.27256	-0.155215	-0.15916	-1.13333	-0.102715	-0.32022	1.3527	-1.95246	0.575502	0.237886	-1.71684	-0.262302	1.26101	0.341806	0.345784	-0.643225	-2.18043	-0.225846	-0.0295942	-0.409144	-1.94602	-2.77636	0.77557	-0.379642	-2.27599	0.0803121	-1.11723	1.29311	-0.460783	0.451874	1.55438	1.04065	0.564843	1.17897	-1.98619	
1.59116	-0.448052	-1.41667	0.0440931	1.3437	-0.875833	-0.762681	-0.299181	-0.755001	0.548174	0.561708	0.324716	1.07277	0.656746	0.191132	1.57013	-0.556398	-0.0281085	-1.94637	1.9141	0.748602	1.2076	0.40637	-0.46141	-0.459315	-0.398407	-0.445229	-1.15791	-1.22464	-0.787069	-0.927973	-0.0579727	-0.677552	-0.136619	-0.353243	-0.0033545	-0.285313	-0.295039	0.706598	-1.66405	
0.221681	2.61102	1.74942	3.58017	0.605903	-1.26872	1.05716	1.69727	0.144639	0.132288	1.03003	-1.33474	1.31588	0.397086	-1.24331	-3.94718	-3.74031	2.72446	1.72216	2.50965	-2.81299	-3.80364	2.83528	0.990762	0.369364	-0.499102	-0.073637	2.62274	-1.12248	-1.8934	-1.10428	0.697607	2.17318	-1.33147	1.24286	2.50613	-0.575413	-0.567164	-0.988965	2.16606	
-2.67196	-2.75934	0.579897	-3.68485	-0.897499	1.58695	-3.0754	-3.18564	0.463305	6.03711	-1.54754	1.30373	1.93864	1.83253	0.721857	8.44485	5.00509	-2.00402	-1.98401	1.51386	5.43087	6.63026	-8.48892	-1.36978	0.716642	3.32619	-1.45639	-5.60519	2.80775	1.4137	0.392342	-1.66486	-0.945992	3.08819	1.65622	-8.78785	0.344755	2.15893	3.72376	-0.0910145	
3.49496	5.32995	-0.523413	3.08774	0.213014	-1.15844	3.16023	4.80878	1.47586	-7.11373	1.41147	-2.67254	0.0662376	0.11636	-2.39472	-10.788	-9.0204	3.89174	2.29769	-0.37933	-6.82876	-8.47752	7.52234	4.3867	-2.92689	-4.34917	1.43974	4.03702	-4.49297	-2.10789	-0.385821	0.881554	3.52249	-2.94327	-2.51339	10.5265	-2.35213	-2.2982	-6.41644	0.781256	
2.16521	0.12273	-0.790345	2.47556	-0.737155	-0.843182	1.26383	2.24027	0.180554	-2.91124	-0.80076	-1.91291	0.374271	0.59494	-0.00863981	-3.76131	-2.73198	1.65982	2.58869	0.150801	-4.07013	-4.55698	3.55559	0.590397	-0.149561	-3.7565	0.107156	2.0562	-2.8128	-2.18249	1.80464	0.404264	-0.167742	-0.316945	-0.69528	5.55756	-0.670108	-1.6388	-3.02995	-0.812786	
-2.85514	-5.43288	1.74018	-6.68436	-2.13655	3.13533	-4.34849	-8.20699	-1.02946	10.1466	-2.33094	4.65154	2.93623	1.53194	6.16468	15.3545	11.184	-6.99499	-3.71094	3.20761	12.0089	15.1223	-13.1708	-4.83362	0.827451	7.3487	-2.19678	-8.68112	6.84772	3.18151	0.334888	-3.99884	-2.13924	4.79432	1.08569	-12.3078	1.77964	4.78054	8.73925	-0.136253	
6.41431	7.45367	-0.341418	8.55727	1.47033	-3.48488	5.28603	6.73001	-0.0318136	-10.5059	1.72033	-4.15699	-2.68712	-0.491217	-3.4231	-18.5665	-12.264	8.862	3.96581	-3.52842	-11.7642	-13.326	15.1009	4.69482	-0.418258	-4.82398	-0.986208	8.89373	-6.89435	-3.56826	-1.53982	2.23727	3.60227	-3.79075	-2.58227	17.6276	-3.15822	-5.63146	-7.62749	0.00124941	
-4.68837	-6.02668	1.15434	-6.70887	-0.628761	1.8399	-3.4814	-7.7624	1.23834	8.73687	1.03643	4.9467	2.68924	-1.39688	3.08321	12.1237	8.97144	-5.98398	-3.63352	3.41555	7.39185	10.2287	-10.4492	-3.55029	1.66196	6.20653	-1.05655	-6.31094	5.03159	1.95743	1.09152	-2.97569	-2.15679	1.82356	1.10296	-10.9106	1.48308	4.4901	6.15348	-1.153	
-1.26933	0.0759907	-0.501661	-0.642851	-0.557678	1.72947	-0.436679	-3.44321	-0.0412873	-0.0902047	0.505707	0.610202	0.502637	0.22807	1.62837	2.13626	2.35332	-0.780879	-0.268553	-1.97716	-0.578759	0.756885	-2.63262	-1.32797	-0.835148	0.760008	-0.691987	-1.9203	1.70204	-0.71445	0.86282	-0.907086	1.36178	0.729591	0.972695	-1.61726	1.75553	-0.0896456	2.6647	0.0170905	
-4.85316	-6.68469	0.000855117	-6.15776	-1.92517	1.99191	-3.838	-8.91982	-0.253803	9.97097	-3.3085	5.25879	3.58929	0.845871	3.36776	16.5984	8.22562	-6.34762	-3.75256	3.36833	10.3896	12.9501	-13.2343	-4.32559	2.03118	7.92678	1.4602	-9.58927	7.92128	2.0959	0.552793	-1.21071	-0.567595	2.75957	1.14437	-12.4927	1.8081	4.21337	6.34063	-2.02454	
1.55093	1.76492	1.89653	2.55587	0.472165	-2.5705	2.56575	2.12302	-2.07578	-5.10525	0.89335	-1.05879	0.732018	1.63948	-3.21862	-9.02956	-5.2847	3.84255	1.31065	-1.61369	-5.61838	-6.84529	5.03309	2.31801	-0.430937	-2.80298	0.799135	3.83427	-4.04418	-2.55022	-1.55491	0.334318	0.818365	-1.35729	-0.56464	9.24686	-1.8691	-2.18841	-1.82775	-0.0309936	
-1.94576	-3.76108	2.27063	-3.35286	-0.353003	2.25354	-1.62143	-5.28483	-0.975854	4.56251	-0.441209	2.98813	2.76529	1.81638	1.86328	5.1107	4.40725	-3.67718	-1.92316	-1.48802	3.72819	4.11061	-5.07943	-1.8103	3.66561	1.54691	-1.42256	-3.62213	4.22381	-0.384294	1.21458	-0.425369	0.352222	-0.182028	0.0377508	-7.75132	2.35598	3.755	3.9344	-1.53466	
2.24686	0.71626	-1.70817	1.69846	0.77276	-1.71957	0.71557	3.00604	-0.417106	-4.59212	-0.271568	-2.29368	0.296367	-0.194809	-1.37264	-3.60709	-2.61305	1.95779	1.49382	-2.59265	-4.57494	-3.47955	5.74576	3.20849	-1.87586	-1.62115	-0.774345	3.11419	-1.86767	-0.663835	-1.04333	-1.41471	1.19206	-1.0391	-1.50714	4.99756	-0.556478	-1.97312	-2.34181	2.25635	
3.62664	4.32424	-0.611314	6.29025	1.22433	0.214311	3.21646	4.95794	0.12604	-5.67017	0.893862	-4.30502	-1.02283	-0.0481628	-2.23038	-12.5457	-8.28053	5.07467	2.14868	-1.62443	-8.4048	-10.4819	10.3583	1.99672	-1.27161	-5.25244	0.405885	7.95452	-6.30192	-3.08129	-0.462956	1.44516	3.27976	-1.84839	-1.91336	11.5237	-3.46764	-3.32641	-5.7109	-0.14857	
-1.06741	-2.14057	-0.301773	-1.60607	-0.404177	2.24616	-3.60524	-4.68988	-1.1639	3.30192	-0.43871	0.745117	-0.0682707	0.179656	3.65704	6.20603	4.35729	-4.18571	-2.61478	2.28718	4.30551	5.83369	-6.7586	-0.877521	0.846638	3.30491	0.291746	-3.69133	2.78629	0.91177	1.39885	-2.24681	-1.4572	2.79379	0.752086	-7.74855	0.958588	0.678737	2.27701	-1.16456	
0.383442	-0.274988	2.49608	-0.488055	0.973506	0.198048	-0.107434	-0.899318	1.06241	2.0562	0.274412	-0.442977	-0.602297	-0.576307	0.845399	2.96786	1.11238	0.603792	0.188236	-0.292725	0.913881	2.6793	-0.517611	-0.759725	0.803926	-0.660537	1.64334	-1.53689	0.536496	-0.644507	0.215626	-2.31703	-2.17865	-0.0473451	0.0766186	-3.55406	0.605867	1.40147	1.70194	-1.85738	
0.0939503	0.589109	-0.591193	0.449012	1.36752	-0.0488146	-1.06028	1.11	-0.966279	-1.83149	0.401858	-0.700047	1.63576	0.15766	-0.232811	-2.10325	-0.616206	1.78134	-0.0556303	-0.286525	-2.29337	-2.11521	1.94391	-0.577417	0.224909	-2.45468	-0.147168	-1.76985	-0.56602	-0.487705	0.574381	0.247899	0.317091	-1.34367	-0.887787	0.334633	-0.776229	-2.07748	-0.865109	-0.772304	
2.16336	1.86959	0.00209887	0.744506	0.775295	-1.93233	1.61875	0.686369	0.0432873	-1.36272	-1.13906	-3.06577	-2.17072	-0.0689963	-0.605989	-3.92128	-1.05005	2.78576	-0.107532	-1.76625	-2.86105	-2.26918	4.03629	0.128548	-0.150063	-2.42982	-0.928168	2.97317	-2.91203	-2.91491	-2.53844	2.30444	-0.0597787	0.192497	-2.03837	5.84343	0.671624	-1.80267	-0.0758811	-0.732194	
7.49581	-6.1061	-4.89245	-7.2562	-0.196362	0.426722	-1.43284	4.69405	5.05866	2.68672	-6.1882	2.20003	0.241869	-6.94173	5.20681	9.77593	2.56368	-3.15448	0.570502	4.72769	12.5555	9.41099	-9.03629	3.10085	-1.4251	-0.00111801	5.01119	-2.62407	0.0967236	-2.20566	-7.62648	1.71496	-6.23603	2.757	5.03739	-2.38818	1.08209	-1.54729	0.149533	2.80647	
3.72506	8.23222	-0.502169	7.27124	-0.292246	-2.11701	4.65288	8.52462	1.36342	-10.3946	0.706905	-5.26161	-3.77725	-1.80558	-1.99494	-18.7901	-10.3636	7.54469	4.35815	-3.57047	-11.7764	-13.7921	13.9873	5.03129	-2.66818	-5.76398	2.1167	8.4301	-6.96777	-3.40905	-0.839443	-0.561444	2.67561	-4.36707	-3.21156	17.4613	-1.34402	-5.16797	-7.89514	1.69941	
-0.256468	1.98017	-1.09571	1.10171	-1.63096	-0.0889586	0.227016	1.62336	0.814669	-1.2239	1.69708	-3.35533	0.218515	-0.368551	-0.904948	-2.81779	0.0714686	0.25731	-0.0356466	0.666217	-3.67383	-2.63462	2.18459	-0.397786	0.731011	-2.56562	1.82678	-1.17671	-1.26659	-0.922384	-1.21353	-1.20698	0.793733	-2.01972	0.868425	-0.78269	-0.482587	-0.334605	-1.14884	0.490125	
-2.58245	-4.59136	-0.276469	-2.93442	0.149165	1.01043	-2.74338	-4.05354	0.0633985	3.8629	-0.687657	2.21556	1.66605	2.08212	2.92231	7.80416	6.62992	-4.44729	-1.02706	2.12685	5.57602	7.92664	-5.69584	-3.18673	1.11582	2.06289	-0.220467	-2.54653	3.84035	1.88899	0.963315	-0.603108	-1.51426	1.44386	0.712962	-8.57343	1.53554	1.37513	1.99365	-0.180016	
-2.04046	0.00193863	0.305173	1.86351	0.963001	0.845593	0.608311	-0.223674	-0.807333	0.0293316	2.11406	-1.23194	0.787552	2.41412	-1.20604	-3.56731	1.31498	2.00571	1.114	-3.23669	-2.15199	-1.95953	-0.436549	0.683975	0.200579	-1.15794	-0.941988	-0.76297	0.485461	2.46471	0.159893	-1.66206	0.846011	1.84379	-0.36897	2.17734	-1.03069	-1.00839	-0.090034	-0.121622	
4.03925	5.5094	-1.08522	3.88977	0.0533446	-1.30577	3.08966	4.15634	2.56419	-3.70157	-0.164287	-1.78367	-0.0859366	-0.375667	-2.25179	-7.94656	-5.15425	2.53105	1.03978	-1.7481	-6.69262	-4.42726	6.45195	1.37301	0.126877	-3.12635	2.03048	3.6458	-2.88251	-1.2675	-0.00618773	0.53321	1.54808	-2.49143	0.710865	5.95255	-0.0913599	-3.64795	-3.71526	1.82306	
1.11227	1.23949	-0.28607	0.551603	-0.765766	-0.213509	1.743	0.16185	0.070686	-0.42532	0.797873	-1.66374	-0.112594	-1.26242	-0.241385	-1.9341	-2.19098	-0.637006	0.723437	0.132763	-3.40394	-2.35603	2.26214	2.01433	-0.590006	-1.46446	-0.298889	1.51279	-1.11216	-1.08889	-1.50868	-0.00556862	1.3755	-1.15884	0.599047	3.81303	-0.258209	0.295399	-1.2883	-0.04283	
-3.49434	-4.07902	-0.102536	-4.82022	1.2345	0.358816	-1.20649	-3.5876	-0.987067	3.14325	0.476334	3.01913	2.29158	3.17501	3.12212	8.75467	5.38567	-3.72231	-1.96322	1.35419	5.94751	6.69872	-7.90656	-3.28103	0.838094	3.36958	-0.692437	-5.93753	4.20889	2.92376	-0.56649	-0.365326	-1.80926	2.6744	1.21249	-9.85152	2.40453	0.370949	3.78939	-0.240878	
-4.15676	-5.86939	-0.257881	-5.13066	-0.66653	2.0481	-3.1142	-5.09391	-0.20335	6.26807	-0.850482	4.66877	1.29745	1.50628	4.02911	11.3607	6.12395	-2.82858	-0.834138	2.09021	9.64423	8.81596	-7.72331	-4.04616	0.393231	3.39247	-0.26068	-7.68165	5.18721	1.09337	2.59694	-1.93957	-2.29963	3.22173	1.29943	-10.4421	1.85546	3.0446	4.39022	-0.752654	
-1.61159	-1.32469	-0.927382	-3.35398	1.03306	1.41216	-0.280149	-2.43294	-1.525	3.0113	0.0150545	1.64668	-0.00525246	1.03553	2.2875	4.69044	3.74042	-0.293202	0.361322	0.909393	4.28242	4.12038	-1.4347	-1.23166	-0.718873	2.89534	-1.22001	-2.10221	2.25841	-0.303437	1.79508	0.444594	1.29575	0.78471	-2.60023	-4.42434	1.49522	3.31961	3.06284	0.398059	
-5.09786	-5.70455	1.10202	-6.53119	0.0874779	0.217533	-4.85443	-6.3889	-0.578241	7.91742	-0.241173	3.86665	2.02495	1.52922	0.852286	16.5537	9.87631	-7.28004	-1.58302	2.20983	10.3314	14.2824	-11.9201	-3.04562	1.48124	5.15799	-1.33797	-9.39918	6.82253	4.3958	2.16587	-2.5585	-1.23502	3.17011	1.62866	-14.53	2.3876	3.85335	6.85537	-1.73737	
0.561003	-1.15476	-1.83432	0.831294	0.582476	-0.265726	2.02302	0.115988	-0.351306	-1.45951	-0.582799	0.291356	-1.55146	-0.973433	-1.93815	-2.91674	-2.22138	1.49781	3.27502	-0.341618	-2.84994	-4.00595	2.7598	1.20899	0.150665	-0.941863	-0.685348	1.36493	-1.25869	-2.22637	-0.106704	-0.222378	0.378566	0.398701	1.37869	3.81291	-0.374663	-1.33779	-1.75962	0.253804	
-2.22569	-4.89077	1.90996	-3.82138	1.26084	3.15431	-1.20871	-1.31234	-1.25471	4.69071	-0.403897	3.20143	2.47184	-0.697078	0.747407	7.86779	4.1982	-2.76107	-2.56255	0.847552	4.79282	5.36095	-6.39473	-3.53922	-0.0767849	4.11622	0.597433	-2.29221	2.14253	3.6185	0.197056	-0.424594	-1.09593	1.80265	3.2222	-5.46369	1.69197	3.509	1.80811	-0.0548714	
0.88004	1.41796	-0.00803995	-0.234621	0.321316	0.45284	-1.22504	0.53756	1.29048	-0.768947	0.671371	0.444878	0.488939	-0.493636	-0.306518	-1.75049	-1.44808	0.555176	0.638646	0.743024	-0.98828	-2.15615	1.01576	0.337368	-0.174455	-0.0978706	-0.201239	0.0129471	-0.189539	0.929162	-0.372437	0.0354327	0.186141	-1.25761	-1.5656	1.46233	-0.340306	-0.238505	-0.659543	1.873	
2.81823	5.47535	1.37844	5.58084	0.697824	-1.68848	4.00685	3.36069	0.523679	-5.84504	-0.251147	-2.98142	-1.76864	-0.399446	-3.07137	-9.4082	-7.92211	6.75471	1.97912	-0.771928	-5.88308	-7.46053	7.00587	2.98541	-0.39936	-5.09584	0.676126	6.52422	-5.22516	-2.11858	0.577124	2.31075	1.39394	0.506804	-1.49655	11.7946	-1.90573	-0.615135	-3.95853	-0.884716	
2.26448	4.68775	-0.336554	4.16875	-0.988193	0.167021	1.46013	4.53781	0.480294	-4.93496	-1.23582	-3.1017	-1.4562	-0.697582	-1.19313	-6.95823	-4.77859	4.01718	2.40084	-2.03581	-3.92709	-6.17624	6.26017	2.06533	-0.300987	-2.80357	0.516133	2.53146	-4.57474	-1.83239	-2.04621	0.251285	1.03047	-1.13398	-2.07429	7.91406	-2.05124	-2.82684	-3.98117	0.352391	
