-0.052256	0.188321	-1.25542	-1.63276	-0.89663	0.854479	-0.547214	1.0684	0.940479	-1.08011	-1.91763	0.393775	1.26578	1.63662	-0.292934	-0.357776	0.230648	1.24815	-0.706663	-2.28581	
-0.862168	-0.142054	-0.231478	-0.784127	-0.884342	-2.57644	-0.784724	-1.43648	-1.11681	0.0896598	-0.512155	1.03345	0.431848	1.40318	-0.271573	0.299445	-0.277055	2.86843	0.560797	-1.30324	
-4.90502	8.31917	10.5394	-10.9313	1.47073	-1.44871	3.7944	9.6956	4.22789	3.99058	-1.01099	3.83017	-1.19123	3.01672	3.70553	8.37267	6.85707	-4.2043	4.47292	4.03402	
-0.388334	0.375626	1.11018	-0.0920643	0.886112	1.13046	-0.490712	-1.77797	-0.486505	-1.28364	-0.866493	0.845702	-0.455039	1.03106	0.119478	-1.23347	2.12373	1.03966	-0.0882659	-0.130385	
-2.72034	1.30532	2.15233	2.70059	-2.19698	-0.201334	-0.401619	-1.97876	-0.89436	-1.51834	0.539494	-0.299318	-2.26216	-0.67748	0.141778	1.91683	-1.99544	3.72626	0.063605	0.98753	
-6.3189	7.25111	2.88022	4.16884	2.46991	1.75857	2.28243	0.187634	4.85701	1.61434	-2.72403	4.28808	-7.41897	-1.47903	2.51681	1.72747	-3.70945	9.00614	3.89252	2.43618	
0.0852861	0.701455	1.94688	-0.433025	-0.0393451	-0.986752	-2.16375	0.25264	-0.285674	0.305158	2.03689	-0.155602	2.09339	0.623328	0.851149	-0.633891	1.43754	0.567666	-0.172432	1.28136	
-0.3522	-0.663012	0.224578	-0.0979941	-0.487091	-0.00438872	-0.677339	-0.000224027	0.588064	-2.11672	0.79913	0.757922	-0.791579	0.0776342	-1.56698	-1.41942	-1.68726	0.379454	-1.21051	-0.654289	
1.15682	-0.911721	-0.153659	-1.43	0.885239	0.960203	1.74245	0.0983927	0.422593	0.943862	-0.962185	-1.87556	0.0207023	1.22329	-0.0663683	0.183211	-0.913512	0.754917	0.599062	1.82221	
-2.66425	2.89066	0.176444	3.56021	1.13221	1.55342	1.99279	-2.7997	2.87428	0.249899	-1.12481	1.20191	-3.3662	-0.986882	-0.502943	-0.498843	-2.83635	5.49579	2.63492	1.43684	
