-2.40299	-2.96155	-0.854017	-3.92928	0.64528	0.808025	-2.39221	-1.41536	-0.337632	6.67225	0.159637	4.23108	-0.783741	0.530749	1.40507	10.6925	6.73324	-2.74596	-1.00777	1.84799	7.12825	7.89393	-8.37429	-2.44239	0.593363	2.22009	-0.269212	-5.96331	2.97952	3.12281	-0.00602271	-0.384983	-0.974727	1.27718	1.2478	-8.44379	3.93083	1.8717	4.27431	-0.800272	-6.46263	-6.56893	0.676352	-0.240448	-1.7143	-4.8304	-7.46346	-3.47962	-2.96992	-3.1083	0.448772	6.61577	6.51492	-4.48948	1.41544	8.73991	6.49977	-0.0562318	1.91112	-4.17844	
-1.73894	-0.963683	1.51403	-1.52574	1.61997	0.194448	-0.463844	-2.07693	-0.964754	3.59865	-0.148354	0.859704	0.880972	-0.420235	1.53757	6.82192	4.33724	-2.65908	-1.87757	1.36589	4.10927	3.53757	-4.86441	-0.401143	0.638374	2.90999	-1.01352	-3.86712	3.31131	1.22085	0.0588757	-0.433016	0.270129	2.45196	1.19283	-3.82122	1.18573	0.360822	3.42802	1.95738	-3.76783	-2.55292	-0.7989	-1.49612	0.0496733	-2.41387	-2.97946	0.102784	-2.95186	-0.511477	0.0827553	2.36535	4.19515	-3.75053	0.0530979	6.89243	5.05091	0.702543	0.77117	-2.93363	
-2.72701	-4.02083	-0.0319419	-3.45934	-0.335441	1.18845	-3.2004	-3.07895	-0.299365	3.67534	0.19782	4.1658	1.36356	1.80209	2.81407	8.29483	6.68258	-4.18388	-0.909058	0.344226	5.41716	7.79032	-7.3223	-2.63024	1.85583	3.61279	0.504733	-6.11996	2.69007	3.92597	1.06966	1.35828	-1.04683	2.54378	1.81001	-6.25663	2.75994	2.09445	4.16412	-1.80795	-6.05315	-6.1172	0.416886	-1.4385	-1.4099	-2.7013	-6.22719	-1.00665	-2.26264	-1.17156	1.73253	3.26832	6.53536	-2.97856	1.0966	8.56796	6.44914	1.15009	0.980266	-2.84191	
17.2255	-7.92944	-11.49	-4.34202	0.990714	-3.94125	2.02294	18.7683	10.9364	-3.12706	-9.22452	-2.06692	-1.61569	-16.9763	6.45738	-5.80542	-4.96851	-0.365752	10.0087	6.2761	9.79597	1.56691	2.83133	11.3585	-6.96054	-2.50933	11.2072	5.25028	-6.07568	-5.21285	-12.3544	5.92482	-3.66509	-1.55935	4.72468	11.9023	-2.65323	-5.65124	-9.14195	1.729	12.0077	22.0938	-0.710876	-2.00982	-0.024783	1.92907	15.3569	0.736671	3.80662	-2.452	-0.343592	-6.99913	-15.6263	-1.79907	2.62414	-12.416	-10.5929	-3.56793	-2.96337	9.31476	
1.02033	3.06004	-1.83859	2.62645	-0.748345	-2.25295	1.19122	1.76423	0.658606	-0.203955	-1.95379	-2.01153	-0.956618	0.379245	0.42961	-3.27925	-2.10199	2.21031	-1.07493	-1.51169	-3.06006	-4.49302	1.68295	-0.277683	-1.30706	0.154088	0.0599834	2.99668	-1.0754	0.349055	-1.50945	-2.15193	0.933542	-1.32212	-0.710825	3.57968	-1.54926	-0.978673	-1.13847	0.69171	1.51442	0.747727	1.97224	-0.701273	-0.438535	0.569197	1.69017	0.189023	0.608886	1.4194	-1.61713	-0.899148	-1.57247	2.3152	-0.267099	-3.95353	-5.06691	-0.986313	-1.40081	0.843555	
1.31134	-0.50636	0.717821	-3.41386	-1.46379	-0.319283	0.097227	-0.408002	0.617759	0.489111	0.0406294	-1.06519	1.28839	0.302871	0.413609	2.90925	0.0740797	-0.0486544	-1.65933	-0.307051	0.395895	-0.806962	-1.20036	1.58694	-0.568395	2.29783	2.12424	-0.300971	0.388252	0.496607	-0.752603	-0.631974	1.17626	0.597536	0.175368	-2.70398	1.55995	0.343763	2.49206	-1.28277	-0.860972	-1.19728	0.7944	0.260339	0.126604	0.694722	-1.00267	-0.340955	-0.730525	0.424904	0.255774	1.1901	1.46509	1.23286	0.440141	1.71139	1.60193	0.268385	1.76621	1.05231	
3.50612	4.9213	-0.954357	7.38174	0.463948	-2.73794	2.72382	5.65425	0.92259	-8.30456	2.30396	-4.68174	-1.59125	0.846696	-3.09917	-12.7647	-8.97481	4.86268	1.85993	-1.25444	-10.1914	-11.7932	10.9654	3.62255	-0.952913	-5.23599	0.201692	6.05242	-6.83243	-2.28381	-1.92142	1.94181	1.66567	-3.45139	-0.29837	12.976	-2.42471	-4.27166	-5.61886	-0.453497	10.4497	8.48534	-0.476686	2.08485	1.46851	4.77529	10.1674	1.18304	2.13135	1.63114	-1.11026	-7.58195	-10.4873	4.28605	-0.558392	-12.2848	-10.9797	-1.66571	0.998026	3.84467	
-5.41075	-9.49645	2.60749	-6.84063	-0.609779	1.41812	-4.09856	-6.2346	-2.41373	9.38438	-2.8957	5.80809	4.68981	1.55532	2.49424	17.5359	9.783	-7.85557	-4.13907	1.19449	13.302	13.4832	-14.2007	-3.94415	2.53569	7.27458	0.460907	-9.94401	7.37495	4.84313	1.8741	-1.56425	-2.92364	4.22119	3.40548	-16.1029	4.86225	4.88193	5.7324	-0.772658	-12.7949	-10.6823	0.682818	-1.30127	-1.77684	-7.64894	-11.7617	-2.56461	-1.83983	-3.11969	3.21886	6.58628	9.49201	-6.49726	-0.269896	16.7102	13.1355	2.83141	-0.64833	-6.47204	
1.30708	3.55352	-0.736344	2.37438	-0.123499	-0.322936	3.0159	4.09665	0.0701572	-3.95789	-1.71942	-1.32617	-1.0328	0.0888813	-0.86285	-3.08988	-3.25545	2.20963	1.32793	-2.45403	-2.70454	-3.39193	2.48871	3.66205	-1.64503	-2.27823	0.271792	0.561408	-3.78041	0.271842	-1.37919	0.10789	-0.673272	-1.63596	1.25047	5.15348	-0.204891	-0.6577	-2.95459	-1.60259	3.85173	2.18974	-1.55387	0.122187	0.594442	2.56018	3.25662	1.96323	-0.952828	-1.78514	-0.259677	-3.40726	-1.99565	-0.0369306	-1.40609	-4.46259	-2.77201	-0.174993	0.718451	2.76415	
1.22381	0.189468	-0.353396	0.896001	-0.445241	0.141784	3.05317	1.90799	0.71625	-1.82735	-2.83113	0.0121369	-0.498159	-1.62333	-1.77056	-3.17058	-1.60909	2.54252	1.00995	-1.14874	-3.56713	-2.66448	3.3047	0.189823	-0.968763	-0.345343	1.21426	2.84244	-0.543359	-0.193638	0.602063	1.65866	-0.346298	-0.0160824	0.54604	1.13309	-1.2355	0.00609607	-2.64099	1.13857	2.25095	1.66144	-0.154659	0.595747	0.0999669	0.962737	1.90018	2.44414	1.26103	1.50866	1.37586	-2.39241	-3.24926	4.27667	-1.61937	-1.44573	-3.72412	1.37489	0.938283	1.66766	
