1.70404	-1.47477	-2.17219	-1.57063	1.19832	-0.718062	0.749885	-2.30823	-0.0889297	-3.95536	-0.370235	-1.24902	3.63005	-2.25827	-3.48846	1.39785	-0.172231	-2.62316	2.93051	-0.701372	
0.588003	1.84387	-1.58038	-0.592579	3.02825	0.485205	0.96057	-1.90531	1.66121	-1.67104	-0.615194	-1.18528	2.61421	-0.830928	-1.09228	1.35503	1.33156	-1.91058	2.55314	-1.37919	
-0.187662	-0.754387	0.556874	2.07787	-5.76746	-2.07836	-1.64163	4.48747	-4.1747	7.98252	1.8281	-1.0089	-5.93649	6.03116	5.06131	-4.76723	-2.04097	7.05264	-10.0727	6.08218	
-0.17407	0.502549	-2.67613	-1.76813	1.82084	1.36946	0.763286	-2.60466	2.16141	-4.61037	-0.126947	-1.44842	2.16822	-1.38944	0.340545	0.670494	0.203409	-0.200149	3.74878	-1.75607	
0.00239901	1.83918	-3.06053	-3.60062	13.1441	1.39031	2.79532	-10.6269	9.28266	-16.5966	-4.38663	1.73761	14.9128	-12.445	-10.6775	8.4899	6.88989	-12.046	15.4177	-12.5279	
1.11337	-0.0536436	-2.64369	-0.830038	2.14873	0.39274	2.47442	-2.35524	2.9843	-4.37773	-2.43496	0.61177	2.16698	-3.22625	-3.00271	2.67851	-0.205542	-2.41187	3.54666	-2.44426	
-0.3578	0.318964	-0.608325	-2.11466	4.6039	-0.936003	0.156389	-3.97683	2.58317	-7.80726	-1.64368	0.498086	6.11565	-6.6083	-4.19257	2.98741	1.32847	-6.51135	7.36854	-5.22686	
-0.158468	0.350598	-0.040979	0.229941	-0.102096	0.491268	-0.0192819	0.0898813	-2.42523	1.51494	2.6078	0.255239	-1.10769	2.52967	1.29262	-2.36029	-2.23208	0.690191	-2.14569	2.23868	
2.6459	0.0980212	-1.07023	-1.83037	2.19913	0.377735	0.758887	-4.11685	1.78651	-3.70428	-0.480606	0.619577	1.89362	-1.33628	-1.94973	2.33875	2.47951	-4.11349	3.81014	-3.32691	
1.50592	-1.60158	1.3233	1.17446	-4.50037	0.112367	-0.915737	3.55051	-3.21652	6.59275	0.310597	-1.1039	-2.95152	2.7976	2.77897	-1.65254	-1.33722	3.90234	-4.26156	3.09427	
-1.27712	0.810779	-2.33793	-4.89494	13.0256	0.814462	3.44575	-12.793	9.82665	-15.1832	-4.76632	2.05444	15.7586	-11.2357	-10.7107	8.08197	5.11182	-13.4661	16.7165	-13.0081	
-1.77999	1.33451	-1.47142	-2.69244	8.32886	0.608645	0.0799184	-7.66245	6.5144	-8.88657	-0.616213	-0.486161	8.39116	-7.08167	-5.22505	3.81794	4.95121	-8.41423	11.2241	-7.83257	
0.739546	0.537817	-0.352402	0.19973	1.70421	0.140457	-0.678113	-0.557529	-0.501512	0.0406999	-0.120477	-0.188059	0.824763	-0.863253	1.30885	0.59617	0.39492	-1.82403	0.426872	0.780393	
-0.287235	0.47253	-0.532234	-2.04952	8.88825	1.23136	1.52632	-8.37446	5.75058	-11.6084	-2.61269	2.07784	9.71037	-9.22037	-8.14608	5.97991	4.77908	-9.59661	13.0706	-8.52212	
-0.866919	1.00641	-0.823281	-0.938476	-0.967449	-0.450471	2.42376	-0.398146	-1.06378	-1.4336	1.03319	0.99365	-0.354581	-0.863243	-0.677094	1.10133	0.346155	0.4017	0.82212	-0.521894	
1.48687	8.73959	0.660734	0.944715	4.94372	-8.39353	1.26692	-9.77811	16.5229	-9.12153	0.218209	8.26268	11.6328	-6.62997	-12.2132	0.348104	6.43008	-4.06419	16.9192	-2.7786	
